"age_c" "gender_c" "occupation_c" "population"
"3590" "23 to 24" "Male" "Suikerraffinadeurs" 33
"3591" "25 to 35" "Male" "Suikerraffinadeurs" 232
"3592" "36 to 50" "Male" "Suikerraffinadeurs" 300
"3593" "51 to 60" "Male" "Suikerraffinadeurs" 117
"3594" "61 to 65" "Male" "Suikerraffinadeurs" 30
"3595" "66 to 70" "Male" "Suikerraffinadeurs" 19
"3596" "Older than 70" "Male" "Suikerraffinadeurs" 10
"3597" "12" "Female" "Suikerraffinadeurs" 1
"3598" "13" "Female" "Suikerraffinadeurs" 1
"3599" "16 to 17" "Female" "Suikerraffinadeurs" 1
"3600" "18 to 22" "Female" "Suikerraffinadeurs" 2
"3601" "23 to 24" "Female" "Suikerraffinadeurs" 2
"3602" "12" "Male" "Tabakskervers" 3
"3603" "13" "Male" "Tabakskervers" 5
"3604" "14 to 15" "Male" "Tabakskervers" 7
"3605" "16 to 17" "Male" "Tabakskervers" 8
"3606" "18 to 22" "Male" "Tabakskervers" 24
"3607" "23 to 24" "Male" "Tabakskervers" 6
"3608" "25 to 35" "Male" "Tabakskervers" 30
"3609" "36 to 50" "Male" "Tabakskervers" 29
"3610" "51 to 60" "Male" "Tabakskervers" 23
"3611" "61 to 65" "Male" "Tabakskervers" 6
"3612" "66 to 70" "Male" "Tabakskervers" 5
"3613" "Older than 70" "Male" "Tabakskervers" 1
"3614" "13" "Female" "Tabakskervers" 1
"3615" "14 to 15" "Female" "Tabakskervers" 5
"3616" "16 to 17" "Female" "Tabakskervers" 8
"3617" "18 to 22" "Female" "Tabakskervers" 12
"3618" "23 to 24" "Female" "Tabakskervers" 3
"3619" "25 to 35" "Female" "Tabakskervers" 3
"3620" "36 to 50" "Female" "Tabakskervers" 5
"3621" "51 to 60" "Female" "Tabakskervers" 1
"3622" "66 to 70" "Female" "Tabakskervers" 1
"3623" "18 to 22" "Male" "Tabaksplanters (verbouwers) " 1
"3624" "25 to 35" "Male" "Tabaksplanters (verbouwers) " 1
"3625" "36 to 50" "Male" "Tabaksplanters (verbouwers) " 1
"3626" "16 to 17" "Male" "Tagrijnen (oudroestverkoopers) " 2
"3627" "18 to 22" "Male" "Tagrijnen (oudroestverkoopers) " 7
"3628" "23 to 24" "Male" "Tagrijnen (oudroestverkoopers) " 3
"3629" "25 to 35" "Male" "Tagrijnen (oudroestverkoopers) " 34
"3630" "36 to 50" "Male" "Tagrijnen (oudroestverkoopers) " 48
"3631" "51 to 60" "Male" "Tagrijnen (oudroestverkoopers) " 22
"3632" "61 to 65" "Male" "Tagrijnen (oudroestverkoopers) " 12
"3633" "66 to 70" "Male" "Tagrijnen (oudroestverkoopers) " 9
"3634" "Older than 70" "Male" "Tagrijnen (oudroestverkoopers) " 6
"3635" "51 to 60" "Female" "Tagrijnen (oudroestverkoopers) " 3
"3636" "61 to 65" "Female" "Tagrijnen (oudroestverkoopers) " 1
"3637" "66 to 70" "Female" "Tagrijnen (oudroestverkoopers) " 1
"3638" "18 to 22" "Male" "Tapijtkloppers en reinigers" 1
"3639" "25 to 35" "Male" "Tapijtkloppers en reinigers" 3
"3640" "36 to 50" "Male" "Tapijtkloppers en reinigers" 4
"3641" "51 to 60" "Male" "Tapijtkloppers en reinigers" 1
"3642" "61 to 65" "Male" "Tapijtkloppers en reinigers" 1
"3643" "14 to 15" "Male" "Tappers (incl. herbergiers)" 1
"3644" "16 to 17" "Male" "Tappers (incl. herbergiers)" 2
"3645" "18 to 22" "Male" "Tappers (incl. herbergiers)" 6
"3646" "23 to 24" "Male" "Tappers (incl. herbergiers)" 34
"3647" "25 to 35" "Male" "Tappers (incl. herbergiers)" 287
"3648" "36 to 50" "Male" "Tappers (incl. herbergiers)" 551
"3649" "51 to 60" "Male" "Tappers (incl. herbergiers)" 187
"3650" "61 to 65" "Male" "Tappers (incl. herbergiers)" 45
"3651" "66 to 70" "Male" "Tappers (incl. herbergiers)" 30
"3652" "Older than 70" "Male" "Tappers (incl. herbergiers)" 14
"3653" "16 to 17" "Female" "Tappers (incl. herbergiers)" 1
"3654" "18 to 22" "Female" "Tappers (incl. herbergiers)" 9
"3655" "23 to 24" "Female" "Tappers (incl. herbergiers)" 8
"3656" "25 to 35" "Female" "Tappers (incl. herbergiers)" 180
"3657" "36 to 50" "Female" "Tappers (incl. herbergiers)" 327
"3658" "51 to 60" "Female" "Tappers (incl. herbergiers)" 147
"3659" "61 to 65" "Female" "Tappers (incl. herbergiers)" 56
"3660" "66 to 70" "Female" "Tappers (incl. herbergiers)" 33
"3661" "Older than 70" "Female" "Tappers (incl. herbergiers)" 18
"3662" "12" "Male" "Telegraphieambtenaren en beambten" 1
"3663" "14 to 15" "Male" "Telegraphieambtenaren en beambten" 1
"3664" "16 to 17" "Male" "Telegraphieambtenaren en beambten" 3
"3665" "18 to 22" "Male" "Telegraphieambtenaren en beambten" 31
"3666" "23 to 24" "Male" "Telegraphieambtenaren en beambten" 36
"3667" "25 to 35" "Male" "Telegraphieambtenaren en beambten" 159
"3668" "36 to 50" "Male" "Telegraphieambtenaren en beambten" 157
"3669" "51 to 60" "Male" "Telegraphieambtenaren en beambten" 44
"3670" "61 to 65" "Male" "Telegraphieambtenaren en beambten" 4
"3671" "66 to 70" "Male" "Telegraphieambtenaren en beambten" 1
"3672" "18 to 22" "Female" "Telegraphieambtenaren en beambten" 3
"3673" "23 to 24" "Female" "Telegraphieambtenaren en beambten" 6
"3674" "25 to 35" "Female" "Telegraphieambtenaren en beambten" 11
"3675" "14 to 15" "Male" "Telephoonaanleggers" 1
"3676" "18 to 22" "Male" "Telephoonaanleggers" 3
"3677" "25 to 35" "Male" "Telephoonaanleggers" 2
"3678" "14 to 15" "Male" "Telephoonbeambten" 1
"3679" "16 to 17" "Male" "Telephoonbeambten" 1
"3680" "18 to 22" "Male" "Telephoonbeambten" 2
"3681" "23 to 24" "Male" "Telephoonbeambten" 1
"3682" "25 to 35" "Male" "Telephoonbeambten" 6
"3683" "36 to 50" "Male" "Telephoonbeambten" 2
"3684" "51 to 60" "Male" "Telephoonbeambten" 2
"3685" "16 to 17" "Female" "Telephoonbeambten" 2
"3686" "18 to 22" "Female" "Telephoonbeambten" 21
"3687" "23 to 24" "Female" "Telephoonbeambten" 6
"3688" "25 to 35" "Female" "Telephoonbeambten" 13
"3689" "36 to 50" "Female" "Telephoonbeambten" 1
"3690" "14 to 15" "Male" "Telgrambestellers" 2
"3691" "16 to 17" "Male" "Telgrambestellers" 5
"3692" "18 to 22" "Male" "Telgrambestellers" 11
"3693" "23 to 24" "Male" "Telgrambestellers" 19
"3694" "25 to 35" "Male" "Telgrambestellers" 63
"3695" "36 to 50" "Male" "Telgrambestellers" 29
"3696" "51 to 60" "Male" "Telgrambestellers" 6
"3697" "61 to 65" "Male" "Telgrambestellers" 4
"3698" "12" "Male" "Timmerlieden" 38
"3699" "13" "Male" "Timmerlieden" 131
"3700" "14 to 15" "Male" "Timmerlieden" 369
"3701" "16 to 17" "Male" "Timmerlieden" 331
"3702" "18 to 22" "Male" "Timmerlieden" 1127
"3703" "23 to 24" "Male" "Timmerlieden" 531
"3704" "25 to 35" "Male" "Timmerlieden" 2849
"3705" "36 to 50" "Male" "Timmerlieden" 2739
"3706" "51 to 60" "Male" "Timmerlieden" 926
"3707" "61 to 65" "Male" "Timmerlieden" 333
"3708" "66 to 70" "Male" "Timmerlieden" 229
"3709" "Older than 70" "Male" "Timmerlieden" 133
"3710" "25 to 35" "Female" "Timmerlieden" 1
"3711" "36 to 50" "Female" "Timmerlieden" 2
"3712" "61 to 65" "Female" "Timmerlieden" 1
"3713" "66 to 70" "Female" "Timmerlieden" 1
"3714" "16 to 17" "Male" "Tingieters" 2
"3715" "18 to 22" "Male" "Tingieters" 2
"3716" "23 to 24" "Male" "Tingieters" 1
"3717" "25 to 35" "Male" "Tingieters" 5
"3718" "36 to 50" "Male" "Tingieters" 5
"3719" "51 to 60" "Male" "Tingieters" 1
"3720" "66 to 70" "Male" "Tingieters" 4
"3721" "25 to 35" "Male" "Torpedomakers" 1
"3722" "12" "Male" "Tuinlieden (warmoeziers)" 4
"3723" "13" "Male" "Tuinlieden (warmoeziers)" 5
"3724" "14 to 15" "Male" "Tuinlieden (warmoeziers)" 33
"3725" "16 to 17" "Male" "Tuinlieden (warmoeziers)" 45
"3726" "18 to 22" "Male" "Tuinlieden (warmoeziers)" 92
"3727" "23 to 24" "Male" "Tuinlieden (warmoeziers)" 30
"3728" "25 to 35" "Male" "Tuinlieden (warmoeziers)" 151
"3729" "36 to 50" "Male" "Tuinlieden (warmoeziers)" 224
"3730" "51 to 60" "Male" "Tuinlieden (warmoeziers)" 133
"3731" "61 to 65" "Male" "Tuinlieden (warmoeziers)" 58
"3732" "66 to 70" "Male" "Tuinlieden (warmoeziers)" 35
"3733" "Older than 70" "Male" "Tuinlieden (warmoeziers)" 38
"3734" "36 to 50" "Female" "Tuinlieden (warmoeziers)" 1
"3735" "51 to 60" "Female" "Tuinlieden (warmoeziers)" 2
"3736" "66 to 70" "Female" "Tuinlieden (warmoeziers)" 1
"3737" "18 to 22" "Male" "Turfdragers" 1
"3738" "23 to 24" "Male" "Turfdragers" 2
"3739" "25 to 35" "Male" "Turfdragers" 1
"3740" "36 to 50" "Male" "Turfdragers" 1
"3741" "Older than 70" "Male" "Turfdragers" 2
"3742" "18 to 22" "Male" "Uitdragers" 5
"3743" "23 to 24" "Male" "Uitdragers" 6
"3744" "25 to 35" "Male" "Uitdragers" 24
"3745" "36 to 50" "Male" "Uitdragers" 88
"3746" "51 to 60" "Male" "Uitdragers" 31
"3747" "61 to 65" "Male" "Uitdragers" 13
"3748" "66 to 70" "Male" "Uitdragers" 12
"3749" "Older than 70" "Male" "Uitdragers" 3
"3750" "25 to 35" "Female" "Uitdragers" 18
"3751" "36 to 50" "Female" "Uitdragers" 51
"3752" "51 to 60" "Female" "Uitdragers" 38
"3753" "61 to 65" "Female" "Uitdragers" 14
"3754" "66 to 70" "Female" "Uitdragers" 1
"3755" "Older than 70" "Female" "Uitdragers" 5
"3756" "18 to 22" "Male" "Uitgevers" 1
"3757" "25 to 35" "Male" "Uitgevers" 20
"3758" "36 to 50" "Male" "Uitgevers" 21
"3759" "51 to 60" "Male" "Uitgevers" 9
"3760" "61 to 65" "Male" "Uitgevers" 3
"3761" "66 to 70" "Male" "Uitgevers" 1
"3762" "Older than 70" "Male" "Uitgevers" 2
"3763" "25 to 35" "Female" "Uitgevers" 1
"3764" "25 to 35" "Male" "Uitroepers bij verkoopingen" 6
"3765" "36 to 50" "Male" "Uitroepers bij verkoopingen" 4
"3766" "51 to 60" "Male" "Uitroepers bij verkoopingen" 2
"3767" "61 to 65" "Male" "Uitroepers bij verkoopingen" 2
"3768" "61 to 65" "Female" "Uitroepers bij verkoopingen" 1
"3769" "18 to 22" "Male" "Veefokkers" 1
"3770" "25 to 35" "Male" "Veefokkers" 1
"3771" "36 to 50" "Male" "Veefokkers" 2
"3772" "51 to 60" "Male" "Veefokkers" 2
"3773" "61 to 65" "Male" "Veefokkers" 1
"3774" "66 to 70" "Male" "Veefokkers" 1
"3775" "36 to 50" "Female" "Veefokkers" 1
"3776" "13" "Male" "Veehouders (melkboeren)" 2
"3777" "16 to 17" "Male" "Veehouders (melkboeren)" 3
"3778" "18 to 22" "Male" "Veehouders (melkboeren)" 11
"3779" "23 to 24" "Male" "Veehouders (melkboeren)" 4
"3780" "25 to 35" "Male" "Veehouders (melkboeren)" 17
"3781" "36 to 50" "Male" "Veehouders (melkboeren)" 34
"3782" "51 to 60" "Male" "Veehouders (melkboeren)" 19
"3783" "61 to 65" "Male" "Veehouders (melkboeren)" 6
"3784" "66 to 70" "Male" "Veehouders (melkboeren)" 3
"3785" "Older than 70" "Male" "Veehouders (melkboeren)" 3
"3786" "36 to 50" "Female" "Veehouders (melkboeren)" 1
"3787" "25 to 35" "Male" "Veemhouders" 1
"3788" "36 to 50" "Male" "Veemhouders" 4
"3789" "51 to 60" "Male" "Veemhouders" 2
"3790" "18 to 22" "Male" "Veerlieden" 1
"3791" "36 to 50" "Male" "Veerlieden" 5
"3792" "51 to 60" "Male" "Veerlieden" 11
"3793" "61 to 65" "Male" "Veerlieden" 3
"3794" "Older than 70" "Male" "Veerlieden" 1
"3795" "61 to 65" "Female" "Veerlieden" 1
"3796" "18 to 22" "Male" "Vendumeesters" 1
"3797" "25 to 35" "Male" "Vendumeesters" 2
"3798" "36 to 50" "Male" "Vendumeesters" 1
"3799" "51 to 60" "Male" "Vendumeesters" 2
"3800" "61 to 65" "Male" "Vendumeesters" 1
"3801" "25 to 35" "Male" "Verhuurders van diamantslijpersmolens" 1
"3802" "36 to 50" "Male" "Verhuurders van diamantslijpersmolens" 4
"3803" "51 to 60" "Male" "Verhuurders van diamantslijpersmolens" 1
"3804" "61 to 65" "Male" "Verhuurders van diamantslijpersmolens" 1
"3805" "66 to 70" "Male" "Verhuurders van diamantslijpersmolens" 1
"3806" "51 to 60" "Female" "Verhuurders van diamantslijpersmolens" 1
"3807" "25 to 35" "Male" "Verhuurders van pianos" 2
"3808" "51 to 60" "Male" "Verhuurders van pianos" 1
"3809" "66 to 70" "Male" "Verhuurders van pianos" 1
"3810" "18 to 22" "Male" "Verhuurders van verschillende goederen" 2
"3811" "25 to 35" "Male" "Verhuurders van verschillende goederen" 1
"3812" "36 to 50" "Male" "Verhuurders van verschillende goederen" 4
"3813" "51 to 60" "Male" "Verhuurders van verschillende goederen" 3
"3814" "61 to 65" "Male" "Verhuurders van verschillende goederen" 1
"3815" "51 to 60" "Female" "Verhuurders van verschillende goederen" 3
"3816" "66 to 70" "Female" "Verhuurders van verschillende goederen" 1
"3817" "23 to 24" "Male" "Verhuurders van zeevolk." 1
"3818" "14 to 15" "Male" "Verlakkers" 2
"3819" "16 to 17" "Male" "Verlakkers" 1
"3820" "18 to 22" "Male" "Verlakkers" 4
"3821" "23 to 24" "Male" "Verlakkers" 3
"3822" "25 to 35" "Male" "Verlakkers" 7
"3823" "36 to 50" "Male" "Verlakkers" 7
"3824" "51 to 60" "Male" "Verlakkers" 3
"3825" "61 to 65" "Male" "Verlakkers" 3
"3826" "Older than 70" "Male" "Verlakkers" 1
"3827" "36 to 50" "Male" "Vernissers" 1
"3828" "25 to 35" "Male" "Vertinners" 1
"3829" "66 to 70" "Male" "Vertinners" 1
"3830" "36 to 50" "Male" "Verveners" 1
"3831" "12" "Male" "Vijlenmakers" 2
"3832" "13" "Male" "Vijlenmakers" 3
"3833" "14 to 15" "Male" "Vijlenmakers" 2
"3834" "16 to 17" "Male" "Vijlenmakers" 3
"3835" "18 to 22" "Male" "Vijlenmakers" 9
"3836" "23 to 24" "Male" "Vijlenmakers" 3
"3837" "25 to 35" "Male" "Vijlenmakers" 13
"3838" "36 to 50" "Male" "Vijlenmakers" 11
"3839" "51 to 60" "Male" "Vijlenmakers" 2
"3840" "61 to 65" "Male" "Vijlenmakers" 1
"3841" "66 to 70" "Male" "Vijlenmakers" 1
"3842" "13" "Male" "Vischdroogers" 2
"3843" "14 to 15" "Male" "Vischdroogers" 3
"3844" "16 to 17" "Male" "Vischdroogers" 2
"3845" "18 to 22" "Male" "Vischdroogers" 6
"3846" "23 to 24" "Male" "Vischdroogers" 2
"3847" "25 to 35" "Male" "Vischdroogers" 6
"3848" "36 to 50" "Male" "Vischdroogers" 7
"3849" "51 to 60" "Male" "Vischdroogers" 1
"3850" "61 to 65" "Male" "Vischdroogers" 1
"3851" "14 to 15" "Male" "Vischrookers" 1
"3852" "25 to 35" "Male" "Vischrookers" 8
"3853" "36 to 50" "Male" "Vischrookers" 6
"3854" "51 to 60" "Male" "Vischrookers" 1
"3855" "61 to 65" "Male" "Vischrookers" 1
"3856" "Older than 70" "Male" "Vischrookers" 1
"3857" "23 to 24" "Male" "Vischschoonmakers" 1
"3858" "25 to 35" "Male" "Vischschoonmakers" 1
"3859" "61 to 65" "Male" "Vischschoonmakers" 2
"3860" "66 to 70" "Male" "Vischschoonmakers" 1
"3861" "18 to 22" "Female" "Vischschoonmakers" 2
"3862" "25 to 35" "Female" "Vischschoonmakers" 4
"3863" "36 to 50" "Female" "Vischschoonmakers" 3
"3864" "51 to 60" "Female" "Vischschoonmakers" 1
"3865" "61 to 65" "Female" "Vischschoonmakers" 1
"3866" "Older than 70" "Female" "Vischschoonmakers" 1
"3867" "14 to 15" "Male" "Visschers" 1
"3868" "18 to 22" "Male" "Visschers" 4
"3869" "25 to 35" "Male" "Visschers" 1
"3870" "36 to 50" "Male" "Visschers" 3
"3871" "51 to 60" "Male" "Visschers" 2
"3872" "61 to 65" "Male" "Visschers" 2
"3873" "66 to 70" "Male" "Visschers" 1
"3874" "Older than 70" "Male" "Visschers" 2
"3875" "12" "Male" "Vleeschhouwers" 22
"3876" "13" "Male" "Vleeschhouwers" 72
"3877" "14 to 15" "Male" "Vleeschhouwers" 187
"3878" "16 to 17" "Male" "Vleeschhouwers" 256
"3879" "18 to 22" "Male" "Vleeschhouwers" 539
"3880" "23 to 24" "Male" "Vleeschhouwers" 192
"3881" "25 to 35" "Male" "Vleeschhouwers" 711
"3882" "36 to 50" "Male" "Vleeschhouwers" 470
"3883" "51 to 60" "Male" "Vleeschhouwers" 151
"3884" "61 to 65" "Male" "Vleeschhouwers" 54
"3885" "66 to 70" "Male" "Vleeschhouwers" 32
"3886" "Older than 70" "Male" "Vleeschhouwers" 12
"3887" "25 to 35" "Female" "Vleeschhouwers" 2
"3888" "36 to 50" "Female" "Vleeschhouwers" 9
"3889" "51 to 60" "Female" "Vleeschhouwers" 3
"3890" "61 to 65" "Female" "Vleeschhouwers" 1
"3891" "66 to 70" "Female" "Vleeschhouwers" 1
"3892" "Older than 70" "Female" "Vleeschhouwers" 1
"3893" "36 to 50" "Male" "Voddenrapers" 2
"3894" "61 to 65" "Female" "Voddenrapers" 1
"3895" "12" "Male" "Voerlieden" 4
"3896" "13" "Male" "Voerlieden" 4
"3897" "14 to 15" "Male" "Voerlieden" 11
"3898" "16 to 17" "Male" "Voerlieden" 36
"3899" "18 to 22" "Male" "Voerlieden" 213
"3900" "23 to 24" "Male" "Voerlieden" 115
"3901" "25 to 35" "Male" "Voerlieden" 609
"3902" "36 to 50" "Male" "Voerlieden" 571
"3903" "51 to 60" "Male" "Voerlieden" 192
"3904" "61 to 65" "Male" "Voerlieden" 66
"3905" "66 to 70" "Male" "Voerlieden" 18
"3906" "Older than 70" "Male" "Voerlieden" 10
"3907" "18 to 22" "Female" "Voerlieden" 1
"3908" "23 to 24" "Female" "Voerlieden" 2
"3909" "36 to 50" "Female" "Voerlieden" 2
"3910" "51 to 60" "Female" "Voerlieden" 5
"3911" "61 to 65" "Female" "Voerlieden" 1
"3912" "66 to 70" "Female" "Voerlieden" 2
"3913" "13" "Male" "Vogelkooimakers" 1
"3914" "25 to 35" "Male" "Vogelkooimakers" 1
"3915" "36 to 50" "Male" "Vogelkooimakers" 4
"3916" "66 to 70" "Male" "Vogelkooimakers" 1
"3917" "36 to 50" "Male" "Vormstekers" 1
"3918" "25 to 35" "Male" "Wakers voor schepen en booten" 4
"3919" "36 to 50" "Male" "Wakers voor schepen en booten" 12
"3920" "51 to 60" "Male" "Wakers voor schepen en booten" 9
"3921" "61 to 65" "Male" "Wakers voor schepen en booten" 14
"3922" "66 to 70" "Male" "Wakers voor schepen en booten" 5
"3923" "Older than 70" "Male" "Wakers voor schepen en booten" 3
"3924" "25 to 35" "Male" "Wapensmeden (fabr. Van wapens)" 1
"3925" "51 to 60" "Male" "Wapensmeden (fabr. Van wapens)" 1
"3926" "14 to 15" "Male" "Waschinrichtingen" 1
"3927" "16 to 17" "Male" "Waschinrichtingen" 1
"3928" "14 to 15" "Female" "Waschinrichtingen" 2
"3929" "18 to 22" "Female" "Waschinrichtingen" 5
"3930" "23 to 24" "Female" "Waschinrichtingen" 2
"3931" "25 to 35" "Female" "Waschinrichtingen" 2
"3932" "36 to 50" "Female" "Waschinrichtingen" 2
"3933" "18 to 22" "Male" "Waschlieden" 1
"3934" "25 to 35" "Male" "Waschlieden" 3
"3935" "36 to 50" "Male" "Waschlieden" 8
"3936" "51 to 60" "Male" "Waschlieden" 6
"3937" "61 to 65" "Male" "Waschlieden" 1
"3938" "13" "Female" "Waschlieden" 1
"3939" "14 to 15" "Female" "Waschlieden" 5
"3940" "16 to 17" "Female" "Waschlieden" 15
"3941" "18 to 22" "Female" "Waschlieden" 108
"3942" "23 to 24" "Female" "Waschlieden" 37
"3943" "25 to 35" "Female" "Waschlieden" 307
"3944" "36 to 50" "Female" "Waschlieden" 577
"3945" "51 to 60" "Female" "Waschlieden" 386
"3946" "61 to 65" "Female" "Waschlieden" 112
"3947" "66 to 70" "Female" "Waschlieden" 95
"3948" "Older than 70" "Female" "Waschlieden" 51
"3949" "14 to 15" "Male" "Water- en vuurverkoopers" 1
"3950" "16 to 17" "Male" "Water- en vuurverkoopers" 3
"3951" "18 to 22" "Male" "Water- en vuurverkoopers" 3
"3952" "23 to 24" "Male" "Water- en vuurverkoopers" 6
"3953" "25 to 35" "Male" "Water- en vuurverkoopers" 38
"3954" "36 to 50" "Male" "Water- en vuurverkoopers" 81
"3955" "51 to 60" "Male" "Water- en vuurverkoopers" 56
"3956" "61 to 65" "Male" "Water- en vuurverkoopers" 24
"3957" "66 to 70" "Male" "Water- en vuurverkoopers" 13
"3958" "Older than 70" "Male" "Water- en vuurverkoopers" 1
"3959" "14 to 15" "Female" "Water- en vuurverkoopers" 1
"3960" "16 to 17" "Female" "Water- en vuurverkoopers" 1
"3961" "18 to 22" "Female" "Water- en vuurverkoopers" 6
"3962" "23 to 24" "Female" "Water- en vuurverkoopers" 12
"3963" "25 to 35" "Female" "Water- en vuurverkoopers" 49
"3964" "36 to 50" "Female" "Water- en vuurverkoopers" 92
"3965" "51 to 60" "Female" "Water- en vuurverkoopers" 66
"3966" "61 to 65" "Female" "Water- en vuurverkoopers" 18
"3967" "66 to 70" "Female" "Water- en vuurverkoopers" 10
"3968" "Older than 70" "Female" "Water- en vuurverkoopers" 4
"3969" "16 to 17" "Male" "Waterleidingexploitatie" 1
"3970" "18 to 22" "Male" "Waterleidingexploitatie" 4
"3971" "23 to 24" "Male" "Waterleidingexploitatie" 4
"3972" "25 to 35" "Male" "Waterleidingexploitatie" 29
"3973" "36 to 50" "Male" "Waterleidingexploitatie" 40
"3974" "51 to 60" "Male" "Waterleidingexploitatie" 19
"3975" "61 to 65" "Male" "Waterleidingexploitatie" 6
"3976" "66 to 70" "Male" "Waterleidingexploitatie" 1
"3977" "Older than 70" "Male" "Waterleidingexploitatie" 2
"3978" "14 to 15" "Male" "Wegers" 1
"3979" "18 to 22" "Male" "Wegers" 1
"3980" "23 to 24" "Male" "Wegers" 4
"3981" "25 to 35" "Male" "Wegers" 62
"3982" "36 to 50" "Male" "Wegers" 51
"3983" "51 to 60" "Male" "Wegers" 16
"3984" "61 to 65" "Male" "Wegers" 4
"3985" "66 to 70" "Male" "Wegers" 1
"3986" "12" "Male" "Werktuigkundigen (instrumentenmakers)" 1
"3987" "13" "Male" "Werktuigkundigen (instrumentenmakers)" 3
"3988" "14 to 15" "Male" "Werktuigkundigen (instrumentenmakers)" 36
"3989" "16 to 17" "Male" "Werktuigkundigen (instrumentenmakers)" 31
"3990" "18 to 22" "Male" "Werktuigkundigen (instrumentenmakers)" 44
"3991" "23 to 24" "Male" "Werktuigkundigen (instrumentenmakers)" 16
"3992" "25 to 35" "Male" "Werktuigkundigen (instrumentenmakers)" 85
"3993" "36 to 50" "Male" "Werktuigkundigen (instrumentenmakers)" 84
"3994" "51 to 60" "Male" "Werktuigkundigen (instrumentenmakers)" 36
"3995" "61 to 65" "Male" "Werktuigkundigen (instrumentenmakers)" 12
"3996" "66 to 70" "Male" "Werktuigkundigen (instrumentenmakers)" 6
"3997" "Older than 70" "Male" "Werktuigkundigen (instrumentenmakers)" 4
"3998" "12" "Male" "Winkelbedienden" 20
"3999" "13" "Male" "Winkelbedienden" 43
"4000" "14 to 15" "Male" "Winkelbedienden" 312
"4001" "16 to 17" "Male" "Winkelbedienden" 496
"4002" "18 to 22" "Male" "Winkelbedienden" 1370
"4003" "23 to 24" "Male" "Winkelbedienden" 488
"4004" "25 to 35" "Male" "Winkelbedienden" 1181
"4005" "36 to 50" "Male" "Winkelbedienden" 654
"4006" "51 to 60" "Male" "Winkelbedienden" 258
"4007" "61 to 65" "Male" "Winkelbedienden" 43
"4008" "66 to 70" "Male" "Winkelbedienden" 28
"4009" "Older than 70" "Male" "Winkelbedienden" 10
"4010" "12" "Female" "Winkelbedienden" 1
"4011" "13" "Female" "Winkelbedienden" 14
"4012" "14 to 15" "Female" "Winkelbedienden" 50
"4013" "16 to 17" "Female" "Winkelbedienden" 146
"4014" "18 to 22" "Female" "Winkelbedienden" 620
"4015" "23 to 24" "Female" "Winkelbedienden" 279
"4016" "25 to 35" "Female" "Winkelbedienden" 584
"4017" "36 to 50" "Female" "Winkelbedienden" 177
"4018" "51 to 60" "Female" "Winkelbedienden" 26
"4019" "61 to 65" "Female" "Winkelbedienden" 5
"4020" "13" "Male" "Winkeliers" 2
"4021" "14 to 15" "Male" "Winkeliers" 9
"4022" "16 to 17" "Male" "Winkeliers" 18
"4023" "18 to 22" "Male" "Winkeliers" 180
"4024" "23 to 24" "Male" "Winkeliers" 236
"4025" "25 to 35" "Male" "Winkeliers" 2171
"4026" "36 to 50" "Male" "Winkeliers" 2532
"4027" "51 to 60" "Male" "Winkeliers" 1157
"4028" "61 to 65" "Male" "Winkeliers" 386
"4029" "66 to 70" "Male" "Winkeliers" 333
"4030" "Older than 70" "Male" "Winkeliers" 120
"4031" "14 to 15" "Female" "Winkeliers" 2
"4032" "16 to 17" "Female" "Winkeliers" 7
"4033" "18 to 22" "Female" "Winkeliers" 95
"4034" "23 to 24" "Female" "Winkeliers" 114
"4035" "25 to 35" "Female" "Winkeliers" 1217
"4036" "36 to 50" "Female" "Winkeliers" 2158
"4037" "51 to 60" "Female" "Winkeliers" 1068
"4038" "61 to 65" "Female" "Winkeliers" 405
"4039" "66 to 70" "Female" "Winkeliers" 211
